purchase_id,product_id,checkout_id,quantity
211,98,35,1
212,102,35,1
213,84,35,1
214,80,35,1
215,87,35,1
216,8,35,1
217,7,35,1
218,18,36,1
219,28,36,1
220,15,36,1
221,30,36,1
222,23,36,1
223,36,36,1
224,41,36,1
225,44,36,1
226,46,36,2
227,31,36,1
228,58,36,1
229,129,36,2
230,127,36,2
231,141,36,1
232,150,36,1
233,147,36,1
234,82,37,3
235,86,37,2
236,72,37,1
237,12,37,1
238,4,37,2
239,101,37,1
240,120,37,1
241,99,37,1
242,60,37,1
243,44,37,2
244,56,37,1
245,29,38,2
246,2,38,1
247,12,38,1
248,22,38,1
249,4,38,1
250,40,38,2
251,31,38,1
252,57,38,1
253,33,38,1
254,36,38,1
255,56,38,1
256,130,38,1
257,150,38,1
258,143,38,1
259,138,38,1
260,123,38,1
261,59,39,1
262,31,39,1
263,48,39,1
264,41,39,1
265,39,39,2
266,98,39,1
267,107,39,1
268,119,39,1
269,91,39,1
270,109,39,1
271,82,40,1
272,73,40,2
273,62,40,1
274,92,40,1
275,118,40,1
276,116,40,1
277,114,40,1
278,56,41,2
279,37,41,2
280,40,41,1
281,102,41,1
282,120,41,1
283,104,41,3
284,109,41,1
285,126,42,1
286,145,42,1
287,125,42,1
288,147,42,1
289,99,42,1
290,116,42,1
291,92,42,1
292,113,42,1
293,107,42,1
294,22,43,1
295,9,43,3
296,25,43,1
297,18,43,1
298,13,43,1
299,60,43,1
300,35,43,1
301,46,43,1
302,33,43,1
303,54,43,1
304,135,43,1
305,145,43,1
306,138,43,2
307,132,43,2
308,139,43,1
309,88,44,1
310,67,44,1
311,99,44,2
312,66,45,1
313,73,45,3
314,97,45,1
315,136,46,2
316,132,46,1
317,144,46,1
318,146,46,1
319,18,46,1
320,7,46,1
321,11,46,1
322,23,47,1
323,125,47,1
324,63,48,3
325,113,48,1
326,102,49,1
327,107,49,1
328,94,49,1
329,120,49,1
330,14,50,2
331,8,50,1
332,21,50,1
333,4,50,1
334,28,50,1
335,2,50,1
336,94,51,1
337,92,51,1
338,101,51,1
339,131,51,2
340,139,51,1
341,147,51,1
342,82,52,1
343,77,52,1
344,115,52,1
345,75,53,1
346,90,53,1
347,65,53,1
348,111,53,1
349,103,53,1
350,110,53,1
351,34,54,1
352,32,54,1
353,39,54,1
354,135,54,1
355,133,54,1
356,130,54,1
357,24,55,1
358,14,55,1
359,41,55,1
360,36,55,2
361,126,55,1
362,137,55,1
363,135,55,1
364,49,56,1
365,37,56,1
366,44,56,1
367,53,56,2
368,58,56,1
369,95,56,2
370,120,56,1
371,93,56,1
372,109,56,1
373,105,56,1
374,28,57,1
375,124,57,1
376,131,57,1
377,98,57,1
378,8,58,1
379,137,58,2
380,7,59,1
381,40,59,1
382,59,59,1
383,121,59,1
384,5,60,1
385,7,60,1
386,39,60,1
387,46,60,1
388,127,60,1
389,133,60,1
390,38,61,1
391,33,61,1
392,142,61,1
393,137,61,1
394,121,61,1
395,30,61,2
396,7,61,1
397,35,62,2
398,46,62,1
399,48,62,1
400,54,62,1
401,60,62,1
402,32,62,1
403,118,63,1
404,112,63,1
405,55,63,1
406,60,63,1
407,133,63,1
408,126,63,1
409,66,64,1
410,88,64,1
411,73,64,1
412,103,64,1
413,99,64,1
414,105,64,2
415,60,65,1
416,40,65,1
417,47,65,1
418,52,65,1
419,34,65,2
420,35,65,1
421,143,66,1
422,128,66,1
423,139,66,3
424,132,66,3
425,126,66,1
426,45,66,1
427,33,66,1
428,43,66,1
429,31,66,1
430,41,66,2
431,6,66,2
432,5,66,1
433,15,66,3
434,14,66,1
435,18,66,1
436,116,67,1
437,112,67,1
438,16,67,1
439,9,67,1
440,3,67,1
441,6,68,1
442,1,68,1
443,26,68,1
444,38,68,2
445,55,68,1
446,60,68,3
447,34,68,1
448,142,68,1
449,129,68,1
450,149,68,2
451,147,68,1
452,19,69,1
453,1,69,1
454,147,69,1
455,121,69,1
456,133,69,1
457,87,69,2
458,78,69,1
459,72,69,1
460,59,69,1
461,34,69,1
462,42,69,1
463,110,69,1
464,100,69,1
465,107,69,1
466,28,70,1
467,24,70,1
468,23,70,1
469,17,71,1
470,13,71,1
471,11,71,1
472,1,71,1
473,55,71,1
474,37,71,2
475,53,71,1
476,57,71,1
477,121,71,3
478,136,71,1
479,145,71,1
480,131,71,1
481,147,71,1
482,61,72,1
483,87,72,1
484,68,72,1
485,95,72,1
486,97,72,1
487,101,72,2
488,102,73,1
489,92,73,1
490,105,73,1
491,119,73,1
492,32,73,2
493,43,73,1
494,59,73,1
495,45,73,1
496,122,74,1
497,118,74,1
498,1,75,2
499,12,75,1
500,23,75,1
501,30,75,1
502,8,75,1
503,18,75,1
504,31,76,1
505,39,76,2
506,33,76,1
507,37,76,1
508,107,76,1
509,92,76,1
510,102,76,1
511,104,76,1
512,19,77,1
513,27,77,1
514,12,77,2
515,44,77,1
516,37,77,1
517,52,77,1
518,126,77,1
519,122,77,1
520,149,77,1
521,109,78,1
522,100,78,2
523,52,78,2
524,7,79,1
525,9,79,1
526,16,79,1
527,28,79,3
528,29,79,1
529,43,80,2
530,45,80,1
531,41,80,1
532,91,80,1
533,98,80,2
534,53,81,1
535,32,81,1
536,46,81,2
537,59,81,1
538,34,81,1
539,38,81,1
540,80,82,1
541,84,82,1
542,78,82,1
543,100,82,1
544,102,82,1
545,118,82,1
546,98,82,1
547,81,83,1
548,80,83,1
549,76,83,1
550,83,83,1
551,100,83,1
552,95,83,1
553,117,83,1
554,119,83,1
555,97,83,1
556,9,84,1
557,25,84,1
558,20,84,1
559,59,84,2
560,49,84,1
561,45,84,1
562,125,84,1
563,133,84,1
564,132,84,1
565,96,85,2
566,102,85,1
567,9,85,1
568,10,85,1
569,12,85,1
570,73,86,2
571,69,86,1
572,80,86,1
573,108,86,1
574,120,86,1
575,102,86,1
576,113,86,1
577,58,87,2
578,45,87,1
579,60,87,1
580,50,87,1
581,104,87,1
582,97,87,1
583,118,87,1
584,100,87,2
585,24,88,3
586,2,88,1
587,4,88,1
588,58,88,1
589,32,88,1
590,56,88,1
591,143,88,1
592,137,88,1
593,132,88,1
594,45,89,1
595,33,89,1
596,44,89,2
597,54,89,1
598,31,89,1
599,41,89,1
600,123,90,1
601,130,90,1
602,121,90,1
603,12,90,1
604,9,90,1
605,19,90,1
606,63,90,1
607,62,90,1
608,72,90,1
609,90,90,1
610,55,91,1
611,39,91,1
612,49,91,1
613,43,91,1
614,32,91,1
615,105,91,1
616,97,91,1
617,104,91,1
618,102,91,1
619,100,91,1
620,63,92,1
621,65,92,1
622,94,92,1
623,116,92,2
624,26,92,1
625,16,92,1
626,4,92,1
627,50,92,1
628,53,92,1
629,76,93,1
630,83,93,1
631,90,93,1
632,107,93,1
633,118,93,1
634,116,93,1
635,19,93,2
636,11,93,1
637,30,93,1
638,48,93,1
639,55,93,1
640,38,93,1
641,64,94,1
642,81,94,3
643,66,94,1
644,62,94,1
645,74,94,1
646,118,94,1
647,120,94,1
648,93,94,1
649,102,94,1
650,9,95,1
651,6,95,1
652,19,95,2
653,27,95,1
654,33,95,1
655,46,95,1
656,41,95,1
657,31,95,1
658,134,95,1
659,141,95,1
660,127,95,1
661,135,95,1
662,144,95,1
663,72,96,2
664,61,96,1
665,65,96,1
666,64,96,1
667,53,96,1
668,36,96,1
669,33,96,2
670,59,96,1
671,24,97,2
672,21,97,1
673,54,97,1
674,44,97,1
675,51,97,1
676,137,97,1
677,150,97,2
678,10,98,1
679,27,98,3
680,41,98,1
681,133,98,1
682,137,98,1
683,9,99,2
684,24,99,1
685,19,99,1
686,50,99,1
687,48,99,1
688,34,99,1
689,122,99,2
690,135,99,1
691,148,99,1
692,45,100,2
693,40,100,1
694,56,100,2
695,39,100,3
696,48,100,1
697,21,101,1
698,17,101,1
699,26,101,1
700,56,101,1
701,41,101,2
702,12,102,1
703,22,102,1
704,3,102,1
705,2,102,2
706,126,102,1
707,147,102,1
708,131,102,1
709,130,102,1
710,94,102,1
711,98,102,1
712,96,102,2
713,52,102,1
714,60,102,1
715,45,102,1
716,109,103,3
717,118,103,1
718,1,104,1
719,28,104,1
720,14,104,1
721,20,104,1
722,96,104,1
723,92,104,1
724,115,104,2
725,47,104,1
726,56,104,2
727,41,104,1
728,74,104,2
729,79,104,1
730,67,104,1
731,84,104,2
732,108,105,1
733,103,105,1
734,42,105,1
735,32,105,1
736,41,105,1
737,69,105,1
738,83,105,1
739,148,105,2
740,143,105,1
741,142,105,1
742,73,106,1
743,70,106,1
744,84,106,1
745,78,106,1
746,79,106,1
747,101,106,3
748,116,106,1
749,98,106,1
750,91,106,1
751,112,106,1
752,129,107,1
753,123,107,1
754,8,108,1
755,2,108,1
756,3,108,1
757,43,108,1
758,56,108,1
759,19,109,1
760,11,109,1
761,34,109,1
762,37,109,1
763,31,109,2
764,146,109,1
765,133,109,1
766,6,110,2
767,16,110,1
768,29,110,1
769,12,110,1
770,96,110,1
771,92,110,1
772,118,110,2
773,148,110,1
774,132,110,2
775,129,110,1
776,53,111,2
777,58,111,1
778,36,111,1
779,76,111,1
780,79,111,2
781,8,111,1
782,6,111,1
783,14,111,2
784,23,112,1
785,17,112,2
786,38,112,2
787,47,112,1
788,134,112,1
789,138,112,1
790,20,113,1
791,18,113,1
792,36,113,1
793,37,113,1
794,149,113,1
795,143,113,2
796,127,113,1
797,66,114,2
798,83,114,1
799,119,114,1
800,31,115,1
801,42,115,1
802,37,115,2
803,144,115,1
804,147,115,1
805,149,115,1
806,135,115,1
807,82,115,1
808,81,115,1
809,75,115,1
810,112,115,2
811,99,115,1
812,104,115,1
813,94,115,1
814,110,116,1
815,96,116,1
816,81,116,1
817,84,116,1
818,78,116,1
819,58,116,1
820,59,116,1
821,36,116,1
822,1,116,1
823,29,116,1
824,19,116,1
825,81,117,1
826,89,117,2
827,30,117,1
828,16,117,1
829,144,117,1
830,131,117,2
831,113,118,1
832,100,118,1
833,32,118,1
834,40,118,1
835,20,118,1
836,1,118,1
837,82,118,1
838,73,118,1
839,71,118,1
840,3,119,1
841,10,119,1
842,52,119,1
843,50,119,1
844,35,119,3
845,146,119,1
846,124,119,1
847,140,119,3
848,75,120,1
849,71,120,1
850,65,120,1
851,83,120,1
852,86,120,1
853,93,120,1
854,116,120,1
855,111,120,1
856,119,120,1
857,107,120,2
858,136,121,1
859,133,121,1
860,3,122,1
861,5,122,1
862,7,122,1
863,9,122,2
864,28,122,1
865,136,122,1
866,125,122,1
867,121,122,1
868,130,122,2
869,138,122,1
870,61,123,1
871,73,123,1
872,66,123,2
873,54,123,1
874,37,123,1
875,53,123,1
876,75,124,1
877,90,124,1
878,67,124,3
879,140,124,3
880,141,124,2
881,130,124,1
882,133,124,2
883,59,124,1
884,47,124,1
885,55,124,1
886,52,124,1
887,16,124,1
888,1,124,1
889,14,124,1
890,3,125,2
891,15,125,1
892,11,125,1
893,16,125,1
894,33,125,1
895,49,125,1
896,38,125,2
897,123,125,1
898,147,125,1
899,122,125,1
900,9,126,3
901,11,126,1
902,15,126,1
903,1,126,1
904,92,127,1
905,120,128,2
906,116,128,1
907,118,128,2
908,38,128,2
909,54,128,1
910,36,128,2
911,42,128,1
912,7,128,1
913,24,128,1
914,30,128,1
915,15,129,2
916,19,129,1
917,23,129,1
918,9,129,1
919,104,129,1
920,91,129,1
921,96,129,1
922,105,129,2
923,3,130,1
924,5,130,1
925,67,131,1
926,71,131,2
927,65,131,1
928,34,131,2
929,57,131,1
930,56,131,1
931,142,132,1
932,150,132,1
933,79,133,1
934,73,133,1
935,65,133,1
936,42,133,1
937,44,133,1
938,49,133,1
939,13,133,1
940,18,133,1
941,3,133,1
942,97,134,1
943,112,134,1
944,19,134,3
945,21,134,1
946,79,134,1
947,68,134,2
948,6,135,1
949,134,135,2
950,38,136,1
951,56,136,3
952,59,136,1
953,48,136,1
954,105,136,1
955,92,136,1
956,93,136,1
957,120,136,1
958,6,137,2
959,21,137,1
960,19,137,2
961,17,137,1
962,14,137,3
963,27,137,2
964,58,138,1
965,53,138,1
966,98,138,1
967,118,138,1
968,10,139,1
969,15,139,1
970,5,139,1
971,20,139,1
972,27,139,1
973,39,139,3
974,40,139,1
975,42,139,1
976,59,139,1
977,129,139,2
978,127,139,2
979,145,139,3
980,123,139,1
981,124,139,3
982,140,140,1
983,143,140,1
984,150,140,1
985,132,140,2
986,112,140,1
987,103,140,2
988,93,140,2
989,19,140,1
990,13,140,1
991,12,140,1
992,46,141,1
993,39,141,1
994,110,141,1
995,51,142,1
996,41,142,1
997,54,142,1
998,17,142,1
999,22,142,1
1000,14,142,1
1001,127,142,1
1002,141,142,2
1003,148,142,1
1004,89,142,2
1005,61,142,2
1006,77,142,2
1007,69,142,1
1008,105,142,1
1009,115,142,1
1010,101,142,1
1011,66,143,3
1012,80,143,1
1013,84,143,1
1014,61,143,2
1015,90,143,1
1016,72,143,1
1017,35,144,1
1018,37,144,1
1019,53,144,2
1020,103,144,1
1021,91,144,1
1022,117,145,1
1023,76,146,1
1024,66,146,3
1025,74,146,2
1026,10,147,1
1027,7,147,1
1028,13,147,1
1029,34,147,2
1030,44,147,1
1031,59,147,1
1032,137,147,2
1033,129,147,1
1034,123,148,1
1035,149,148,1
1036,146,148,1
1037,43,148,1
1038,50,148,1
1039,60,148,2
1040,31,148,3
1041,101,148,1
1042,113,148,1
1043,117,148,1
1044,8,148,1
1045,13,148,1
1046,28,148,1
1047,15,148,1
1048,85,148,2
1049,61,148,2
1050,82,148,1
1051,45,149,1
1052,53,149,1
1053,93,149,1
1054,10,150,1
1055,16,150,1
1056,13,150,1
1057,35,150,1
1058,33,150,2
1059,59,150,1
1060,80,150,1
1061,77,150,1
1062,70,150,1
1063,18,151,1
1064,2,151,2
1065,30,151,1
1066,15,151,1
1067,52,151,2
1068,57,151,2
1069,60,151,1
1070,31,151,1
1071,121,151,1
1072,150,151,1
1073,131,151,1
1074,148,151,1
1075,17,152,3
1076,4,152,1
1077,2,152,1
1078,134,152,1
1079,139,152,1
1080,147,152,2
1081,42,153,2
1082,44,153,1
1083,56,153,1
1084,118,153,1
1085,92,153,2
1086,114,153,1
1087,65,154,1
1088,72,154,1
1089,130,154,1
1090,143,154,1
1091,119,154,1
1092,103,154,1
1093,57,154,2
1094,31,154,1
1095,76,155,2
1096,107,155,1
1097,128,156,1
1098,132,156,1
1099,125,156,1
1100,137,156,2
1101,43,156,1
1102,56,156,1
1103,41,156,2
1104,21,157,1
1105,17,157,1
1106,13,157,1
1107,11,157,1
1108,144,157,1
1109,127,157,2
1110,130,157,2
1111,19,158,1
1112,17,158,3
1113,37,158,1
1114,60,158,2
1115,47,158,1
1116,149,158,1
1117,133,158,1
1118,53,159,1
1119,45,159,1
1120,55,159,2
1121,34,159,1
1122,25,159,2
1123,23,159,1
1124,12,159,1
1125,9,159,1
1126,75,159,1
1127,76,159,1
1128,88,159,1
1129,84,159,1
1130,130,159,2
1131,123,159,1
1132,138,159,3
1133,135,159,3
1134,49,160,1
1135,47,160,1
1136,53,160,1
1137,35,160,2
1138,42,160,2
1139,37,160,3
1140,117,161,1
1141,105,161,2
1142,10,161,1
1143,52,161,1
1144,37,161,1
1145,71,162,2
1146,61,162,1
1147,85,162,1
1148,15,162,1
1149,10,162,1
1150,105,162,1
1151,107,162,1
1152,118,162,1
1153,43,162,1
1154,50,162,1
1155,53,162,1
1156,92,163,1
1157,108,163,1
1158,2,164,2
1159,14,164,1
1160,59,164,3
1161,58,164,1
1162,135,164,1
1163,150,164,1
1164,145,164,1
1165,72,165,1
1166,84,165,1
1167,61,165,1
1168,25,166,1
1169,26,166,1
1170,16,166,1
1171,2,166,1
1172,4,166,1
1173,132,166,1
1174,125,166,1
1175,129,166,3
1176,128,166,1
1177,140,166,1
1178,120,166,1
1179,91,166,1
1180,108,166,1
1181,111,166,1
1182,106,166,1
1183,118,167,1
1184,97,167,1
1185,112,167,2
1186,94,167,1
1187,68,167,1
1188,73,167,1
1189,63,167,3
1190,81,167,1
1191,43,167,1
1192,57,167,1
1193,40,167,1
1194,35,167,1
1195,17,167,3
1196,2,167,1
1197,26,167,1
1198,7,167,1
1199,28,168,1
1200,7,168,2
1201,55,168,1
1202,48,168,1
1203,31,168,1
1204,138,168,1
1205,127,168,1
1206,141,168,1
1207,148,169,2
1208,136,169,2
1209,112,169,1
1210,105,169,1
1211,15,170,1
1212,13,170,2
1213,41,170,1
1214,31,170,1
1215,46,170,2
1216,130,170,2
1217,123,170,1
1218,25,171,3
1219,12,172,2
1220,15,172,1
1221,4,172,2
1222,37,172,1
1223,40,172,3
1224,56,172,1
1225,44,172,1
1226,101,172,1
1227,110,172,1
1228,115,172,1
1229,79,172,1
1230,81,172,1
1231,77,172,2
1232,88,172,1
1233,83,173,1
1234,81,173,1
1235,61,173,2
1236,97,173,1
1237,100,173,2
1238,102,173,1
1239,10,174,1
1240,3,174,1
1241,28,174,1
1242,12,174,1
1243,22,174,1
1244,43,174,1
1245,33,174,1
1246,53,174,1
1247,42,174,1
1248,54,174,3
1249,141,174,1
1250,140,174,1
1251,121,174,1
1252,143,174,1
1253,128,174,1
1254,12,175,2
1255,49,175,1
1256,44,175,3
1257,121,175,1
1258,13,176,1
1259,21,176,2
1260,28,176,1
1261,122,176,1
1262,145,176,1
1263,53,177,1
1264,33,177,1
1265,57,177,1
1266,54,177,1
1267,85,178,1
1268,66,178,1
1269,119,178,1
1270,112,178,1
1271,113,179,1
1272,102,179,1
1273,24,179,1
1274,27,179,1
1275,50,179,1
1276,3,180,1
1277,18,180,1
1278,19,180,1
1279,19,181,1
1280,13,181,1
1281,43,181,1
1282,42,181,2
1283,123,181,1
1284,134,181,1
1285,130,181,1
1286,66,182,1
1287,89,182,2
1288,75,182,2
1289,146,182,1
1290,121,182,1
1291,125,182,1
1292,120,182,1
1293,94,182,1
1294,105,182,1
1295,104,182,1
1296,17,182,1
1297,15,182,1
1298,1,182,1
1299,5,182,1
1300,57,182,2
1301,52,182,1
1302,35,182,1
1303,73,183,1
1304,74,183,1
1305,79,183,1
1306,113,183,1
1307,116,183,1
1308,5,183,1
1309,20,183,1
1310,121,183,1
1311,128,183,1
1312,133,183,2
1313,127,184,2
1314,131,184,1
1315,149,184,1
1316,44,184,2
1317,46,184,1
1318,35,184,1
1319,119,184,1
1320,117,184,2
1321,27,184,1
1322,17,184,1
1323,8,185,1
1324,27,185,1
1325,21,185,1
1326,34,185,1
1327,42,185,3
1328,45,185,1
1329,137,185,1
1330,126,185,1
1331,144,185,1
1332,146,186,1
1333,130,186,2
1334,124,186,1
1335,20,186,1
1336,23,186,2
1337,62,187,2
1338,89,187,1
1339,87,187,1
1340,70,187,1
1341,59,187,1
1342,39,187,1
1343,53,187,1
1344,58,187,1
1345,106,187,1
1346,116,187,1
1347,118,187,2
1348,110,187,1
1349,108,187,1
1350,55,188,1
1351,43,188,1
1352,60,188,1
1353,14,188,1
1354,5,188,1
1355,1,188,1
1356,26,188,1
1357,113,188,1
1358,94,188,1
1359,107,188,1
1360,109,188,1
1361,66,188,1
1362,90,188,1
1363,81,188,1
1364,77,188,1
1365,135,188,3
1366,121,188,1
1367,137,188,1
1368,2,189,1
1369,5,189,1
1370,29,189,1
1371,16,189,1
1372,6,189,1
1373,147,189,2
1374,144,189,2
1375,139,189,1
1376,124,189,3
1377,61,190,1
1378,77,190,1
1379,79,190,1
1380,97,190,1
1381,113,190,1
1382,95,190,1
1383,120,190,1
1384,60,191,1
1385,43,191,1
1386,98,191,1
1387,116,191,1
1388,118,191,1
1389,51,192,1
1390,52,192,1
1391,50,192,1
1392,78,192,2
1393,71,192,1
1394,139,193,1
1395,121,193,2
1396,145,193,1
1397,95,193,1
1398,98,193,1
1399,109,193,1
1400,28,193,2
1401,22,193,1
1402,7,193,2
1403,51,193,1
1404,58,193,3
1405,47,193,1
1406,53,193,1
1407,44,194,1
1408,33,194,1
1409,99,194,2
1410,110,194,1
1411,143,195,1
1412,139,195,1
1413,129,195,1
1414,128,195,1
1415,120,195,1
1416,100,195,1
1417,109,195,1
1418,113,195,1
1419,47,195,1
1420,55,195,1
1421,60,195,1
1422,44,195,3
1423,30,195,2
1424,1,195,1
1425,3,195,1
1426,22,195,1
1427,124,196,1
1428,139,196,1
1429,122,196,1
1430,34,196,1
1431,45,196,1
1432,6,196,1
1433,25,196,1
1434,30,196,1
1435,77,196,2
1436,61,196,2
1437,90,197,1
1438,82,197,1
1439,70,197,2
1440,100,197,1
1441,108,197,1
1442,42,197,3
1443,57,197,1
1444,29,197,1
1445,1,197,1
1446,13,197,1
1447,73,198,2
1448,85,198,2
1449,83,198,1
1450,111,198,1
1451,113,198,1
1452,138,199,1
1453,150,199,1
1454,123,199,1
1455,135,199,1
1456,131,199,1
1457,43,200,2
1458,53,200,2
1459,60,200,3
1460,103,200,2
1461,101,200,3
1462,118,200,1
1463,97,200,1
1464,104,201,1
1465,91,201,1
1466,114,201,2
1467,23,201,1
1468,24,201,1
1469,22,201,1
1470,132,202,2
1471,147,202,1
1472,141,202,1
1473,145,202,1
1474,136,202,1
1475,143,202,1
1476,124,203,1
1477,149,203,1
1478,141,203,2
1479,118,203,2
1480,96,203,1
1481,92,203,1
1482,43,203,1
1483,50,203,1
1484,41,203,1
1485,6,203,2
1486,9,203,2
1487,10,203,1
1488,19,204,1
1489,17,204,3
1490,30,204,1
1491,137,204,2
1492,143,204,1
1493,124,204,3
1494,47,205,2
1495,100,205,1
1496,118,205,1
1497,32,206,1
1498,60,206,1
1499,36,206,1
1500,47,206,3
1501,38,206,2
1502,18,207,2
1503,19,207,3
1504,6,207,1
1505,45,207,1
1506,38,207,2
1507,121,207,1
1508,126,207,1
1509,149,207,1
1510,98,208,1
1511,120,208,1
1512,108,208,1
1513,104,208,1
1514,105,208,1
1515,9,209,1
1516,35,209,1
1517,42,209,1
1518,130,209,1
1519,73,210,1
1520,62,210,1
1521,81,210,1
1522,63,210,1
1523,97,210,1
1524,111,210,1
1525,102,210,1
1526,93,210,1
1527,130,211,1
1528,142,211,1
1529,149,211,1
1530,115,212,1
1531,102,212,1
1532,16,212,1
1533,21,212,1
1534,29,212,1
1535,150,212,2
1536,146,212,1
1537,132,212,1
1538,26,213,1
1539,16,213,1
1540,54,213,1
1541,32,213,1
1542,139,213,1
1543,41,214,2
1544,104,214,1
1545,111,214,3
1546,21,214,1
1547,3,214,1
1548,2,215,1
1549,25,215,1
1550,9,215,1
1551,26,215,2
1552,48,215,1
1553,59,215,1
1554,53,215,1
1555,56,215,1
1556,86,215,2
1557,61,215,1
1558,70,215,1
1559,82,215,1
1560,99,215,1
1561,101,215,1
1562,120,215,1
1563,104,215,3
1564,10,216,1
1565,20,216,2
1566,141,216,1
1567,132,216,1
1568,27,217,1
1569,16,217,1
1570,57,217,3
1571,44,217,1
1572,143,217,2
1573,150,217,1
1574,34,218,1
1575,40,218,1
1576,53,218,3
1577,74,218,2
1578,83,218,3
1579,63,218,1
1580,133,218,1
1581,121,218,1
1582,127,218,1
1583,6,219,1
1584,53,219,1
1585,46,219,1
1586,132,219,1
1587,19,220,1
1588,6,220,2
1589,47,220,1
1590,54,220,1
1591,143,220,1
1592,133,220,1
1593,147,220,1
1594,88,221,1
1595,98,221,1
1596,25,222,2
1597,18,222,1
1598,33,222,2
1599,41,222,2
1600,45,222,3
1601,93,222,1
1602,107,222,2
1603,123,222,1
1604,136,222,1
1605,11,223,1
1606,19,223,1
1607,9,223,2
1608,126,223,1
1609,149,223,1
1610,145,223,1
1611,2,224,1
1612,30,224,2
1613,8,224,1
1614,33,224,1
1615,47,224,1
1616,57,224,1
1617,134,224,1
1618,131,224,1
1619,129,224,1
1620,146,224,1
1621,120,225,1
1622,93,225,1
1623,14,225,1
1624,27,225,3
1625,70,225,1
1626,86,225,3
1627,136,225,1
1628,122,225,1
1629,145,225,2
1630,90,226,2
1631,116,226,1
1632,97,226,1
1633,11,227,2
1634,20,227,2
1635,2,227,1
1636,15,227,1
1637,25,227,1
1638,82,227,2
1639,86,227,1
1640,72,227,1
1641,83,227,2
1642,63,227,1
1643,65,228,1
1644,73,228,2
1645,69,228,1
1646,148,228,1
1647,149,228,1
1648,129,228,3
1649,15,228,1
1650,14,228,1
1651,5,228,1
1652,52,229,1
1653,43,229,3
1654,104,229,1
1655,146,230,1
1656,126,230,1
1657,133,230,2
1658,132,230,1
1659,140,230,1
1660,10,231,1
1661,20,231,1
1662,125,231,1
